"","Exp","Dist","Dia","Turno","Long","Lat","TipVeh","Sexo","Edad","TipPer","Vict","gravedad","TipAcc"
"23","2018S000022    ","Eixample","Dimarts","Matí",2.172148,41.407862,"Motocicleta","Home",31,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"24","2018S000023    ","Gràcia","Dimarts","Matí",2.158025,41.411326,"Motocicleta","Dona",34,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"25","2018S000023    ","Gràcia","Dimarts","Matí",2.158025,41.411326,"Motocicleta","Dona",34,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Xoc"
"26","2018S000024    ","Sarrià-Sant Gervasi","Dimarts","Matí",2.096172,41.420583,"Motocicleta","Home",19,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"27","2018S000025    ","Horta-Guinardó","Dimarts","Matí",2.158178,41.423025,"Cotxe","Home",2,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"28","2018S000026    ","Les Corts","Dimarts","Tarda",2.111662,41.385013,"Motocicleta","Home",54,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"29","2018S000027    ","Sants-Montjuïc","Dimarts","Tarda",2.147168,41.376641,"Cotxe","Dona",42,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"30","2018S000028    ","Sant Andreu","Dimarts","Tarda",2.203412,41.443341,"Motocicleta","Home",45,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"31","2018S000029    ","Sant Andreu","Dimarts","Tarda",2.177514,41.423817,"Motocicleta","Home",31,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"32","2018S000030    ","Nou Barris","Dimarts","Tarda",2.172545,41.427864,"Furgoneta","Home",55,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"33","2018S000031    ","Les Corts","Dimarts","Matí",2.126459,41.378096,"Autobús","Dona",49,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"34","2018S000032    ","Horta-Guinardó","Dimarts","Tarda",2.169481,41.413212,"Cotxe","Dona",9,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"35","2018S000033    ","Gràcia","Dimarts","Tarda",2.151922,41.403931,"Motocicleta","Home",39,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Col.lisió fronto-lateral"
"36","2018S000033    ","Gràcia","Dimarts","Tarda",2.151922,41.403931,"Motocicleta","Home",47,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"37","2018S000034    ","Ciutat Vella","Dimarts","Tarda",2.17575,41.3777,"Cotxe","Home",27,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"38","2018S000034    ","Ciutat Vella","Dimarts","Tarda",2.17575,41.3777,"Cotxe","Home",25,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"39","2018S000035    ","Eixample","Dimarts","Tarda",2.150772,41.391915,"Bicicleta","Home",26,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"40","2018S000036    ","Nou Barris","Dimarts","Tarda",2.182811,41.439966,"Motocicleta","Home",49,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"41","2018S000037    ","Ciutat Vella","Dimarts","Tarda",2.183262,41.38258,"Motocicleta","Home",52,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"42","2018S000038    ","Eixample","Dimarts","Tarda",2.146181,41.390024,"Motocicleta","Dona",43,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"43","2018S000039    ","Eixample","Dimarts","Tarda",2.162304,41.391909,"Motocicleta","Home",47,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"44","2018S000040    ","Les Corts","Dimarts","Tarda",2.126951,41.383072,"Cotxe","Home",41,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"45","2018S000041    ","Sant Martí","Dimarts","Tarda",2.203004,41.428573,"Motocicleta","Home",46,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"46","2018S000041    ","Sant Martí","Dimarts","Tarda",2.203004,41.428573,"Motocicleta","Home",46,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"47","2018S000042    ","Sant Andreu","Dimarts","Tarda",2.189617,41.435669,"Motocicleta","Home",86,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"48","2018S000044    ","Les Corts","Dimecres","Matí",2.144349,41.392373,"Motocicleta","Home",30,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"49","2018S000045    ","Gràcia","Dimecres","Matí",2.145365,41.414985,"Motocicleta","Home",69,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"50","2018S000046    ","Sant Martí","Dimecres","Matí",2.186598,41.414315,"Motocicleta","Home",34,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"51","2018S000047    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.138821,41.406747,"Motocicleta","Dona",32,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"52","2018S000049    ","Eixample","Dimecres","Matí",2.146564,41.382537,"Motocicleta","Home",27,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"53","2018S000050    ","Les Corts","Dimecres","Matí",2.10672,41.383254,"Motocicleta","Dona",52,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"54","2018S000051    ","Ciutat Vella","Dimecres","Matí",2.135723,41.36384,"Motocicleta","Home",27,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"55","2018S000051    ","Ciutat Vella","Dimecres","Matí",2.135723,41.36384,"Motocicleta","Home",27,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"56","2018S000052    ","Sarrià-Sant Gervasi","Dimecres","Matí",2.138727,41.399276,"Motocicleta","Home",29,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"57","2018S000053    ","Eixample","Dimecres","Tarda",2.162539,41.37934,"Motocicleta","Home",35,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"58","2018S000054    ","Sants-Montjuïc","Dimecres","Tarda",2.156821,41.352475,"Motocicleta","Home",37,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"59","2018S000055    ","Eixample","Dimecres","Tarda",2.17317,41.400095,"Motocicleta","Dona",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"60","2018S000055    ","Eixample","Dimecres","Tarda",2.17317,41.400095,"Motocicleta","Dona",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"61","2018S000056    ","Les Corts","Dimecres","Tarda",2.15025,41.40741,"Motocicleta","Home",23,"Conductor","Ferit lleu: Rebutja assistència sanitària",0,"Abast"
"62","2018S000056    ","Les Corts","Dimecres","Tarda",2.15025,41.40741,"Motocicleta","Home",23,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"63","2018S000057    ","Nou Barris","Dimecres","Tarda",2.187422,41.447051,"Furgoneta","Home",59,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"64","2018S000057    ","Nou Barris","Dimecres","Tarda",2.187422,41.447051,"Furgoneta","Home",34,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"65","2018S000057    ","Nou Barris","Dimecres","Tarda",2.187422,41.447051,"Furgoneta","Home",53,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"66","2018S000058    ","Sarrià-Sant Gervasi","Dimecres","Tarda",2.131426,41.414127,"Motocicleta","Home",43,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"67","2018S000059    ","Eixample","Dimecres","Tarda",2.157359,41.39331,"Motocicleta","Home",6,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"68","2018S000060    ","Eixample","Dimecres","Tarda",2.146028,41.383069,"Motocicleta","Dona",45,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"69","2018S000060    ","Eixample","Dimecres","Tarda",2.146028,41.383069,"Motocicleta","Dona",45,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"70","2018S000061    ","Horta-Guinardó","Dimecres","Tarda",2.143363,41.429486,"Cotxe","Home",41,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"71","2018S000062    ","Nou Barris","Dimecres","Tarda",2.176155,41.44538,"Motocicleta","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"72","2018S000063    ","Eixample","Dimecres","Tarda",2.167502,41.400966,"Motocicleta","Home",41,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"73","2018S000064    ","Sant Andreu","Dimecres","Tarda",2.186463,41.421359,"Autobús","Home",71,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"74","2018S000065    ","Sant Martí","Dimecres","Nit",2.19819,41.411891,"Bicicleta","Home",46,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"75","2018S000066    ","Les Corts","Dijous","Matí",2.126459,41.378096,"Motocicleta","Home",30,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"76","2018S000066    ","Les Corts","Dijous","Matí",2.126459,41.378096,"Motocicleta","Dona",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"77","2018S000067    ","Sant Martí","Dijous","Matí",2.187763,41.412605,"Motocicleta","Home",26,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"78","2018S000067    ","Sant Martí","Dijous","Matí",2.187763,41.412605,"Motocicleta","Dona",28,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"79","2018S000068    ","Sants-Montjuïc","Dijous","Matí",2.166566,41.374763,"Motocicleta","Home",31,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"80","2018S000069    ","Sant Martí","Dijous","Matí",2.18689,41.415288,"Motocicleta","Home",54,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"81","2018S000070    ","Sants-Montjuïc","Dijous","Matí",2.117373,41.332873,"Altres","Home",47,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"82","2018S000071    ","Sants-Montjuïc","Dijous","Matí",2.14483,41.378807,"Bicicleta","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"83","2018S000072    ","Sarrià-Sant Gervasi","Dijous","Matí",2.150741,41.39683,"Motocicleta","Home",71,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"84","2018S000073    ","Eixample","Dijous","Matí",2.155093,41.389883,"Bicicleta","Dona",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"85","2018S000074    ","Eixample","Dijous","Matí",2.176819,41.392227,"Motocicleta","Dona",48,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Altres"
"86","2018S000075    ","Gràcia","Dijous","Matí",2.156435,41.402998,"Cotxe","Home",39,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"87","2018S000076    ","Les Corts","Dijous","Tarda",2.107692,41.380111,"Cotxe","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"88","2018S000076    ","Les Corts","Dijous","Tarda",2.107692,41.380111,"Cotxe","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"89","2018S000077    ","Sarrià-Sant Gervasi","Dijous","Tarda",2.135364,41.397778,"Motocicleta","Home",21,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"90","2018S000078    ","Eixample","Dijous","Tarda",2.150247,41.388615,"Motocicleta","Dona",35,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"91","2018S000079    ","Horta-Guinardó","Dijous","Tarda",2.167792,41.412867,"Motocicleta","Home",70,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"92","2018S000080    ","Eixample","Dijous","Matí",2.181199,41.399111,"Motocicleta","Home",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"93","2018S000081    ","Sant Martí","Dijous","Tarda",2.192754,41.395653,"Motocicleta","Home",37,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"94","2018S000082    ","Sants-Montjuïc","Dijous","Tarda",2.137165,41.359905,"Motocicleta","Home",17,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
"95","2018S000083    ","Sant Martí","Dijous","Matí",2.179675,41.409883,"Motocicleta","Home",26,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"96","2018S000084    ","Sarrià-Sant Gervasi","Dijous","Tarda",2.147666,41.405633,"Motocicleta","Dona",12,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"97","2018S000085    ","Eixample","Dijous","Tarda",2.148281,41.379678,"Motocicleta","Dona",34,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"98","2018S000085    ","Eixample","Dijous","Tarda",2.148281,41.379678,"Motocicleta","Home",25,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"99","2018S000086    ","Horta-Guinardó","Dijous","Tarda",2.147137,41.432059,"Motocicleta","Home",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"100","2018S000087    ","Eixample","Dijous","Tarda",2.15998,41.393601,"Motocicleta","Home",45,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"101","2018S000088    ","Eixample","Dijous","Tarda",2.172037,41.397542,"Motocicleta","Home",29,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"102","2018S000089    ","Eixample","Dijous","Tarda",2.180505,41.404176,"Motocicleta","Dona",28,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"103","2018S000089    ","Eixample","Dijous","Tarda",2.180505,41.404176,"Motocicleta","Dona",28,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió frontal"
"104","2018S000090    ","Sarrià-Sant Gervasi","Dijous","Tarda",2.150741,41.39683,"Autobús","Home",48,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"105","2018S000090    ","Sarrià-Sant Gervasi","Dijous","Tarda",2.150741,41.39683,"Autobús","Dona",64,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"106","2018S000092    ","Les Corts","Divendres","Matí",2.122488,41.384441,"Altres","Home",35,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"107","2018S000093    ","Eixample","Divendres","Matí",2.156937,41.393761,"Motocicleta","Home",58,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"108","2018S000094    ","Ciutat Vella","Divendres","Matí",2.177378,41.375299,"Motocicleta","Dona",34,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"109","2018S000095    ","Les Corts","Divendres","Matí",2.112079,41.393996,"Cotxe","Dona",24,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"110","2018S000096    ","Sants-Montjuïc","Divendres","Matí",2.136053,41.377633,"Motocicleta","Dona",51,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"111","2018S000098    ","Horta-Guinardó","Divendres","Matí",2.155007,41.430587,"Cotxe","Dona",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"112","2018S000099    ","Nou Barris","Divendres","Tarda",2.180532,41.437181,"Cotxe","Dona",36,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"113","2018S000099    ","Nou Barris","Divendres","Tarda",2.180532,41.437181,"Cotxe","Dona",39,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"114","2018S000100    ","Les Corts","Divendres","Tarda",2.126946,41.385013,"Motocicleta","Home",37,"Conductor","Ferit greu: hospitalització superior a 24h",1,"Col.lisió fronto-lateral"
"115","2018S000101    ","Eixample","Divendres","Tarda",2.151944,41.382571,"Motocicleta","Dona",38,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"116","2018S000101    ","Eixample","Divendres","Tarda",2.151944,41.382571,"Motocicleta","Home",45,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"117","2018S000102    ","Eixample","Divendres","Tarda",2.156441,41.385682,"Motocicleta","Dona",42,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"118","2018S000102    ","Eixample","Divendres","Tarda",2.156441,41.385682,"Motocicleta","Dona",40,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"119","2018S000103    ","Sant Martí","Divendres","Tarda",2.190129,41.406151,"Cotxe","Home",67,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"120","2018S000104    ","Sarrià-Sant Gervasi","Divendres","Tarda",2.1498,41.405936,"Bicicleta","Dona",42,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"121","2018S000105    ","Horta-Guinardó","Divendres","Tarda",2.167481,41.41096,"Motocicleta","Dona",29,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Altres"
"122","2018S000106    ","Eixample","Divendres","Tarda",2.169928,41.399132,"Motocicleta","Home",39,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"123","2018S000107    ","Horta-Guinardó","Divendres","Matí",2.152298,41.43376,"Motocicleta","Home",43,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"124","2018S000108    ","Eixample","Divendres","Tarda",2.178829,41.400958,"Motocicleta","Home",64,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"125","2018S000108    ","Eixample","Divendres","Tarda",2.178829,41.400958,"Bicicleta","Home",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"126","2018S000109    ","Eixample","Divendres","Tarda",2.174311,41.402644,"Autobús","Dona",86,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"127","2018S000109    ","Eixample","Divendres","Tarda",2.174311,41.402644,"Autobús","Dona",39,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda interior vehicle"
"128","2018S000110    ","Nou Barris","Divendres","Tarda",2.18416,41.428658,"Motocicleta","Home",34,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"129","2018S000112    ","Eixample","Divendres","Nit",2.162075,41.376074,"Motocicleta","Dona",40,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"130","2018S000112    ","Eixample","Divendres","Nit",2.162075,41.376074,"Motocicleta","Home",9,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"131","2018S000113    ","Nou Barris","Dissabte","Nit",2.182985,41.443285,"Bicicleta","Home",32,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió fronto-lateral"
"132","2018S000117    ","Nou Barris","Dissabte","Matí",2.181022,41.439047,"Cotxe","Home",9,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"133","2018S000118    ","Sant Andreu","Dissabte","Matí",2.187891,41.430004,"Cotxe","Dona",81,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"134","2018S000119    ","Sarrià-Sant Gervasi","Dissabte","Matí",2.139896,41.397848,"Cotxe","Home",67,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"135","2018S000120    ","Ciutat Vella","Dissabte","Tarda",2.182875,41.381261,"Cotxe","Dona",53,"Passatger","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"136","2018S000120    ","Ciutat Vella","Dissabte","Tarda",2.182875,41.381261,"Cotxe","Home",56,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Abast"
"137","2018S000121    ","Sarrià-Sant Gervasi","Dissabte","Tarda",2.150174,41.405215,"Motocicleta","Home",61,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"138","2018S000121    ","Sarrià-Sant Gervasi","Dissabte","Tarda",2.150174,41.405215,"Motocicleta","Home",61,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"139","2018S000121    ","Sarrià-Sant Gervasi","Dissabte","Tarda",2.150174,41.405215,"Motocicleta","Dona",50,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Caiguda (dues rodes)"
"140","2018S000121    ","Sarrià-Sant Gervasi","Dissabte","Tarda",2.150174,41.405215,"Motocicleta","Dona",50,"Vianant","Ferit lleu: Hospitalització fins a 24h",0,"Atropellament"
"141","2018S000122    ","Eixample","Dissabte","Tarda",2.144561,41.390232,"Cotxe","Home",43,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"142","2018S000122    ","Eixample","Dissabte","Tarda",2.144561,41.390232,"Cotxe","Dona",34,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"143","2018S000122    ","Eixample","Dissabte","Tarda",2.144561,41.390232,"Cotxe","Dona",36,"Passatger","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"144","2018S000122    ","Eixample","Dissabte","Tarda",2.144561,41.390232,"Cotxe","Home",42,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió lateral"
"145","2018S000123    ","Les Corts","Dissabte","Tarda",2.134184,41.387013,"Cotxe","Home",13,"Vianant","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Atropellament"
"146","2018S000124    ","Eixample","Dissabte","Nit",2.155839,41.383994,"Bicicleta","Dona",33,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Abast"
"147","2018S000125    ","Gràcia","Dissabte","Tarda",2.138768,41.417582,"Motocicleta","Dona",38,"Conductor","Ferit lleu: Hospitalització fins a 24h",0,"Col.lisió lateral"
"148","2018S000126    ","Ciutat Vella","Dilluns","Tarda",2.18304,41.388628,"Motocicleta","Home",25,"Conductor","Ferit lleu: Amb assistència sanitària en lloc d'accident",0,"Col.lisió fronto-lateral"
